income,loan_amount,credit_score,credit_utilization,delinquencies,repayment_score,employment_years,dti,ltv,employment_type,loan_purpose,defaulted
73424.81,17327.86,679,0.1621,0,71.5,9.2,0.0725,0.1102,Full-time,Home Improvement,0
31874.22,25499.38,727,0.1745,0,69.7,6.0,0.2314,0.2034,Unemployed,Debt Consolidation,0
90286.15,2649.23,609,0.2462,1,78.4,11.6,0.04,0.05,Full-time,Home Improvement,0
53825.96,2782.96,600,0.4015,0,76.5,5.0,0.0661,0.05,Full-time,Debt Consolidation,0
54958.34,14953.93,766,0.328,0,88.3,11.5,0.1083,0.1119,Full-time,Home Improvement,0
92682.57,36165.79,627,0.4035,0,,,0.125,0.1081,Full-time,Debt Consolidation,0
21286.47,17029.17,656,0.3579,1,67.5,10.2,0.3694,0.4077,Full-time,Home Improvement,1
23145.21,16333.15,735,0.7729,0,86.8,13.6,0.4098,0.2913,Full-time,Debt Consolidation,0
102039.73,6186.81,716,0.4474,0,58.7,3.2,0.0461,0.05,Full-time,Debt Consolidation,0
46741.47,27111.64,788,0.2448,0,88.8,14.6,0.1769,0.1479,Self-employed,Debt Consolidation,0
45727.99,12541.68,598,0.1753,0,74.4,5.8,0.0934,0.1308,Full-time,Education,1
118965.21,34655.27,684,0.5508,0,64.1,3.2,0.1032,0.1216,Unemployed,Debt Consolidation,1
53405.45,42724.36,702,0.683,1,,,0.3065,0.1996,Full-time,Debt Consolidation,0
50584.46,40467.57,632,0.3276,0,56.8,4.0,0.2386,0.2635,Full-time,Major Purchase,1
83628.43,2254.88,765,0.2455,0,94.5,3.5,0.0276,0.05,Full-time,Debt Consolidation,0
40647.99,21902.05,661,0.3678,1,78.3,4.0,0.224,0.1482,Full-time,Debt Consolidation,0
81094.25,11701.2,705,0.2393,1,90.5,10.1,0.0707,0.05,Full-time,Home Improvement,0
173017.5,5644.24,597,0.0909,0,39.3,8.3,0.0116,0.05,Full-time,Debt Consolidation,0
27920.83,21532.21,647,0.1262,1,76.2,3.6,0.2606,0.1951,Full-time,Debt Consolidation,0
107407.54,5848.88,705,0.1555,0,85.0,5.4,0.0235,0.05,Full-time,Education,0
27626.84,3786.4,673,0.3769,0,63.0,1.5,0.1311,0.05,Full-time,Major Purchase,0
75769.76,41423.76,629,0.7531,0,87.1,8.7,0.2028,0.2575,Full-time,Debt Consolidation,0
48687.73,13820.41,725,0.3887,0,90.6,3.4,0.1256,0.1203,Full-time,Home Improvement,0
21118.14,15681.23,629,0.1213,0,69.6,3.2,0.2196,0.3859,Full-time,Major Purchase,0
68345.7,51794.99,602,0.239,0,67.9,3.1,0.2071,0.2475,Full-time,Business,0
40743.05,2000.07,540,0.0584,1,45.0,6.6,0.0515,0.05,Full-time,Debt Consolidation,0
66393.3,3390.39,501,0.2251,1,53.2,7.3,0.0547,0.05,Full-time,Home Improvement,0
79044.54,7854.62,650,0.3299,1,70.1,6.7,0.0691,0.05,Full-time,Debt Consolidation,0
36019.85,3157.91,519,0.1016,0,36.2,2.0,0.0414,0.05,Full-time,Debt Consolidation,0
140614.17,71003.32,676,0.2343,0,70.5,3.1,0.1332,0.1477,Full-time,Home Improvement,0
85128.62,22704.74,631,0.2807,1,100.0,11.4,0.1018,0.0722,Self-employed,Education,0
33264.7,26611.76,735,0.1824,1,75.0,15.0,0.2676,0.2015,Full-time,Debt Consolidation,0
62761.55,50209.24,683,0.2236,0,78.6,8.7,0.2177,0.2403,Full-time,Education,0
32593.81,26075.04,646,0.5682,0,45.4,10.5,0.3175,0.2624,Full-time,Debt Consolidation,1
92630.7,31428.51,594,0.1991,0,78.2,8.7,0.0969,0.1093,Full-time,Home Improvement,0
64095.71,5515.17,679,0.4526,0,65.7,5.6,0.0715,0.05,Full-time,Major Purchase,1
49874.85,21294.48,664,0.4406,0,32.7,1.5,0.1661,0.1712,Full-time,Home Improvement,0
96913.59,5461.08,603,0.7056,0,62.5,9.7,0.0659,0.05,Full-time,Education,0
42609.65,6060.59,828,0.6326,0,83.9,7.5,0.141,0.05,Full-time,Debt Consolidation,0
54315.31,25689.97,659,0.1379,1,63.3,1.2,0.1539,0.1662,Part-time,Home Improvement,0
39177.5,23885.98,735,0.1614,0,90.5,0.9,0.176,0.2368,Full-time,Debt Consolidation,0
56053.94,20389.42,579,0.1527,0,52.9,1.5,0.1069,0.1709,Full-time,Major Purchase,0
104957.23,35611.44,752,0.2913,0,100.0,2.9,0.1014,0.1064,Full-time,Home Improvement,0
71548.97,33060.67,762,0.4034,0,57.0,1.6,0.1515,0.2249,Full-time,Debt Consolidation,0
33046.94,26437.56,600,0.4231,0,45.2,8.9,0.2842,0.1924,Full-time,Education,1
34168.33,11045.95,646,0.4898,0,59.7,12.8,0.1808,0.108,Full-time,Home Improvement,0
66399.48,9097.36,597,0.3446,1,48.1,4.3,0.0883,0.0617,Full-time,Debt Consolidation,0
45529.84,36423.87,697,0.1821,0,72.3,7.5,0.2208,0.2225,Full-time,Business,0
23074.89,18459.91,566,0.3252,0,,,0.2935,0.3451,Full-time,Debt Consolidation,1
27600.2,7538.93,760,0.2871,0,100.0,12.1,0.1404,0.0699,Full-time,Education,0
39068.32,31254.66,680,0.0616,0,65.2,9.3,0.2034,0.2943,Full-time,Business,0
58538.44,8063.99,525,0.1758,2,33.9,4.4,0.0957,0.0739,Full-time,Debt Consolidation,1
57928.86,10841.08,702,0.3938,2,82.6,22.2,0.1353,0.0833,Full-time,Debt Consolidation,0
37553.66,24607.78,586,0.064,1,46.0,10.5,0.2015,0.2653,Full-time,Home Improvement,0
33415.55,26732.44,761,0.1966,1,71.9,10.8,0.2703,0.1891,Full-time,Debt Consolidation,0
38248.8,13649.22,713,0.3323,1,100.0,9.6,0.1796,0.1025,Full-time,Debt Consolidation,1
45893.57,12590.74,653,0.1502,0,93.9,5.5,0.0894,0.068,Full-time,Home Improvement,0
58417.88,27108.43,635,0.232,0,71.8,7.1,0.14,0.1207,Self-employed,Major Purchase,0
30073.53,9902.68,746,0.0912,0,95.9,3.0,0.1009,0.102,Full-time,Home Improvement,0
21210.54,15898.41,579,0.1941,0,70.8,8.2,0.2458,0.2453,Part-time,Debt Consolidation,0
19198.16,11911.54,628,0.175,2,41.3,7.4,0.3396,0.1496,Full-time,Home Improvement,1
46622.65,7167.67,739,0.2061,0,100.0,16.4,0.0687,0.0734,Full-time,Education,0
183928.15,3115.51,546,0.3931,0,72.7,8.7,0.0195,0.05,Full-time,Education,0
111590.52,5513.86,667,0.135,0,62.2,8.8,0.0206,0.05,Full-time,Home Improvement,0
63383.64,27437.27,454,0.5965,1,49.4,6.0,0.1906,0.1141,Full-time,Education,1
98478.16,40151.55,658,0.1581,0,88.5,1.7,0.1094,0.1026,Full-time,Education,0
118181.86,2345.17,705,0.1391,0,77.1,4.7,0.0132,0.05,Full-time,Education,0
31320.08,25056.07,634,0.4952,0,47.4,7.5,0.3058,0.2515,Full-time,Business,1
48240.03,14181.14,598,0.2784,0,52.3,2.7,0.1121,0.1256,Unemployed,Debt Consolidation,1
41399.23,16684.2,637,0.2378,0,45.5,2.1,0.1381,0.1829,Full-time,Debt Consolidation,0
66870.87,2237.79,665,0.3402,0,88.4,2.0,0.0447,0.05,Full-time,Debt Consolidation,0
79095.76,3031.39,517,0.4838,0,21.3,5.7,0.0532,0.05,Full-time,Home Improvement,1
42839.39,2843.58,613,0.2784,2,53.5,8.0,0.1187,0.05,Self-employed,Debt Consolidation,1
71069.75,35613.2,714,0.1316,0,80.4,7.4,0.1336,0.2658,Full-time,Home Improvement,0
66736.72,5035.94,746,0.3688,0,78.9,9.1,0.0579,0.05,Full-time,Home Improvement,0
36725.83,10309.46,556,0.1814,0,58.6,5.3,0.1029,0.0723,Part-time,Home Improvement,0
52959.99,25857.8,540,0.3517,0,33.3,7.2,0.165,0.2487,Self-employed,Debt Consolidation,1
84617.02,10729.07,694,0.7154,0,83.6,6.1,0.0913,0.05,Full-time,Debt Consolidation,0
57088.25,13949.0,720,0.064,0,73.5,9.3,0.0667,0.0716,Part-time,Debt Consolidation,0
67890.51,9952.24,774,0.2772,0,68.6,3.6,0.0646,0.0845,Self-employed,Home Improvement,0
25182.42,20145.93,752,0.1769,0,84.9,5.1,0.2426,0.3731,Full-time,Debt Consolidation,0
36399.81,3076.91,707,0.0374,0,,,0.0277,0.05,Full-time,Debt Consolidation,0
38784.04,16492.93,595,0.2337,0,65.1,1.3,0.1455,0.1291,Full-time,Debt Consolidation,0
96435.89,25246.46,663,0.1228,1,59.1,6.1,0.0844,0.0934,Full-time,Debt Consolidation,0
39906.19,8345.32,756,0.2187,0,59.2,2.7,0.0897,0.0767,Unemployed,Debt Consolidation,0
64390.7,9320.15,604,0.0876,0,57.1,5.0,0.0445,0.05,Full-time,Education,0
45053.44,3386.58,366,0.1801,1,46.7,7.9,0.0735,0.05,Full-time,Business,1
58672.45,16142.52,571,0.243,0,,,0.0958,0.1645,Full-time,Education,0
114612.12,13314.88,575,0.2301,0,63.0,8.8,0.0423,0.05,Full-time,Debt Consolidation,0
37729.61,30183.69,640,0.6679,1,36.3,17.2,0.3513,0.2165,Full-time,Home Improvement,1
49734.66,20184.86,702,0.4937,1,97.0,4.0,0.193,0.2013,Full-time,Home Improvement,0
102188.45,51141.19,619,0.4444,1,71.4,18.4,0.1632,0.2355,Full-time,Debt Consolidation,0
30733.37,24586.7,642,0.4567,1,75.7,1.4,0.338,0.216,Full-time,Debt Consolidation,1
38465.69,7541.34,662,0.1265,2,87.1,2.9,0.1331,0.0705,Self-employed,Debt Consolidation,0
36714.72,29371.78,645,0.591,0,70.4,8.4,0.3079,0.2168,Full-time,Education,0
63790.01,45377.59,668,0.1316,1,66.5,2.4,0.2044,0.2876,Self-employed,Major Purchase,0
87674.82,53195.85,755,0.4684,0,100.0,4.4,0.1841,0.157,Full-time,Business,0
31837.16,25469.73,668,0.5677,1,75.0,10.4,0.3581,0.2613,Full-time,Debt Consolidation,0
50882.02,20959.42,602,0.3668,2,82.1,4.8,0.1979,0.1096,Part-time,Debt Consolidation,0
101842.56,64981.05,622,0.0583,0,58.4,4.0,0.1573,0.3355,Full-time,Education,0
83052.78,43223.68,790,0.5025,0,96.4,3.4,0.1685,0.1687,Self-employed,Education,0
22423.79,3681.21,554,0.3505,0,21.8,11.6,0.1519,0.0884,Full-time,Debt Consolidation,1
33334.7,10992.99,729,0.1145,0,68.4,3.7,0.1039,0.1031,Part-time,Debt Consolidation,0
68000.14,16568.74,571,0.056,0,43.8,1.8,0.0644,0.093,Full-time,Debt Consolidation,0
58849.62,12562.58,523,0.3724,1,60.4,8.1,0.1172,0.0544,Full-time,Debt Consolidation,0
22916.59,18333.27,730,0.4461,0,72.0,2.8,0.3321,0.2726,Full-time,Debt Consolidation,0
63067.17,37594.37,633,0.3466,1,91.3,4.5,0.2017,0.2444,Full-time,Business,0
96590.88,8119.13,721,0.2939,1,81.5,4.7,0.0545,0.05,Self-employed,Education,0
21833.58,7668.81,716,0.0276,0,91.3,6.1,0.0934,0.1753,Full-time,Education,0
149727.37,3741.5,600,0.2725,0,49.7,10.5,0.0191,0.05,Full-time,Major Purchase,0
33476.15,4685.88,669,0.1622,0,78.9,5.0,0.0685,0.05,Full-time,Debt Consolidation,0
20725.6,16580.48,814,0.5046,0,88.3,0.9,0.3673,0.1867,Part-time,Debt Consolidation,0
77579.55,6960.75,708,0.3051,0,85.1,15.5,0.0498,0.05,Full-time,Debt Consolidation,1
44423.87,35539.09,695,0.435,0,52.2,3.8,0.2625,0.1991,Part-time,Debt Consolidation,0
90668.55,14507.57,562,0.1131,0,57.1,22.4,0.0474,0.051,Full-time,Debt Consolidation,0
94134.94,27199.48,711,0.0818,0,54.8,6.8,0.0756,0.111,Part-time,Debt Consolidation,0
19271.28,4906.4,441,0.6186,1,58.1,2.9,0.3545,0.0755,Part-time,Education,1
44045.61,10178.9,570,0.2992,0,24.1,10.3,0.1044,0.1308,Self-employed,Business,1
46039.62,8081.21,680,0.5275,0,54.5,4.7,0.1246,0.062,Self-employed,Debt Consolidation,0
28194.04,6422.24,575,0.1697,0,39.0,10.7,0.098,0.0602,Full-time,Home Improvement,0
38038.64,11621.55,472,0.1822,0,38.0,3.8,0.1078,0.0959,Self-employed,Debt Consolidation,1
89967.21,10441.18,586,0.1606,1,71.3,3.6,0.054,0.05,Full-time,Home Improvement,0
113456.24,5367.02,696,0.3409,0,79.8,3.8,0.033,0.05,Full-time,Debt Consolidation,0
85904.08,2445.57,693,0.1025,0,88.1,4.3,0.0154,0.05,Self-employed,Debt Consolidation,0
14555.77,11644.62,484,0.1979,1,49.1,5.2,0.3723,0.2811,Full-time,Home Improvement,1
32657.14,26125.71,602,0.2131,0,34.7,6.1,0.239,0.2111,Full-time,Business,1
43579.37,5045.16,521,0.3698,0,37.3,3.8,0.0889,0.0578,Full-time,Debt Consolidation,1
80460.34,29568.77,645,0.27,0,76.3,3.8,0.1124,0.1179,Full-time,Home Improvement,0
139305.83,36050.14,623,0.2297,0,93.5,8.9,0.074,0.0648,Full-time,Education,0
272672.89,7937.29,628,0.353,1,92.4,6.4,0.0207,0.05,Full-time,Major Purchase,0
38245.6,17304.17,653,0.2665,0,81.3,7.2,0.1588,0.1477,Full-time,Business,0
41620.19,33296.15,632,0.192,1,72.6,5.9,0.2541,0.2647,Full-time,Home Improvement,0
58928.26,10480.65,667,0.2911,1,70.6,1.9,0.0986,0.0659,Full-time,Debt Consolidation,0
36168.53,6183.57,475,0.7134,2,34.7,3.6,0.2494,0.061,Full-time,Debt Consolidation,1
119854.31,5589.24,588,0.2713,0,40.0,3.3,0.0275,0.05,Full-time,Debt Consolidation,0
56640.37,9301.07,593,0.3203,0,41.2,10.0,0.0801,0.0635,Full-time,Debt Consolidation,0
121823.56,4097.88,736,0.1505,0,44.3,7.0,0.017,0.05,Full-time,Home Improvement,0
93947.57,20553.22,715,0.172,0,100.0,6.2,0.0657,0.1068,Full-time,Debt Consolidation,0
60589.84,3784.27,578,0.2157,0,63.6,3.5,0.0406,0.05,,Home Improvement,0
52162.35,10512.06,576,0.0487,1,62.6,6.9,0.0781,0.0666,Full-time,Debt Consolidation,0
90789.61,6184.88,651,0.1036,2,80.4,3.7,0.051,0.05,Self-employed,Home Improvement,0
47722.75,38178.2,583,0.1867,1,48.6,4.6,0.2453,0.2464,Full-time,Debt Consolidation,1
161552.63,33369.71,601,0.6149,1,57.1,0.8,0.0844,0.0548,Full-time,Home Improvement,1
37235.24,26256.29,610,0.4071,0,53.9,2.5,0.248,0.2235,Full-time,Home Improvement,0
27599.39,6454.81,542,0.0682,0,47.6,0.9,0.0739,0.1349,Full-time,Education,0
61288.74,5939.84,850,0.5737,0,100.0,1.4,0.0907,0.05,Full-time,Home Improvement,0
144012.96,7363.35,623,0.2756,0,50.2,3.5,0.0261,0.05,Full-time,Debt Consolidation,0
33267.94,5265.25,701,0.4561,0,64.6,10.3,0.1367,0.05,Full-time,Home Improvement,0
296525.71,12605.87,591,0.2326,0,87.7,3.4,0.0159,0.05,Part-time,Education,0
38190.42,30552.34,689,0.3436,1,71.2,7.9,0.2882,0.3344,Full-time,Debt Consolidation,0
39269.25,31111.58,624,0.3847,0,75.1,2.1,0.2607,0.2892,Full-time,Debt Consolidation,0
58020.39,46416.31,572,0.258,2,53.7,6.7,0.2654,0.1841,Part-time,Major Purchase,1
79855.87,8171.18,710,0.3097,1,76.0,5.4,0.0675,0.05,Full-time,Major Purchase,0
32172.75,4951.14,620,0.646,1,100.0,3.3,0.2188,0.05,Full-time,Debt Consolidation,0
70879.66,9295.01,620,0.0915,1,57.9,2.8,0.0577,0.0544,Part-time,Debt Consolidation,0
53313.56,14435.43,723,0.5155,0,74.6,7.5,0.1346,0.1064,Part-time,Debt Consolidation,0
39912.77,4839.55,702,0.1668,0,74.0,5.5,0.0592,0.05,Full-time,Education,0
94103.78,31434.68,649,0.0214,0,70.1,2.1,0.0818,0.0839,Full-time,Major Purchase,0
53650.64,7602.02,597,0.1702,0,41.2,4.3,0.0569,0.0525,Full-time,Debt Consolidation,0
33235.41,2498.47,634,0.0372,0,87.8,13.3,0.0261,0.05,Full-time,Home Improvement,0
35190.09,2045.37,705,0.4177,3,74.4,5.5,0.2017,0.05,Part-time,Education,0
66048.44,6706.8,650,0.3915,0,86.0,6.1,0.0671,0.0571,Self-employed,Home Improvement,0
28210.23,22426.86,642,0.2069,0,61.3,2.6,0.2436,0.2415,Full-time,Debt Consolidation,0
127011.5,12182.58,543,0.5624,0,48.2,3.1,0.0549,0.05,Full-time,Major Purchase,0
15063.03,12050.42,495,0.2928,0,42.4,11.1,0.332,0.2335,Full-time,Education,1
42353.45,2007.94,670,0.2966,0,92.0,2.8,0.0618,0.05,Full-time,Business,0
72622.53,35076.44,645,0.4935,0,93.3,10.7,0.1648,0.2702,Part-time,Education,0
43520.99,11910.42,658,0.0585,0,55.7,5.4,0.0754,0.0981,Full-time,Home Improvement,0
39976.7,19517.69,653,0.2482,1,47.5,5.3,0.1919,0.2272,Part-time,Home Improvement,0
63628.65,7711.57,707,0.0704,0,93.2,7.7,0.0371,0.052,Full-time,Education,0
36359.76,29087.81,672,0.0949,0,57.9,2.1,0.2108,0.1932,Full-time,Debt Consolidation,0
33180.04,26544.04,650,0.0141,0,80.9,3.0,0.1951,0.3837,Part-time,Debt Consolidation,0
30498.51,24398.81,589,0.2168,0,60.5,9.2,0.2432,0.2538,Full-time,Business,0
55066.84,11669.3,549,0.1333,1,,,0.0901,0.0812,Full-time,Major Purchase,0
85966.53,57842.15,818,0.168,0,96.9,11.1,0.1756,0.3394,Full-time,Education,0
25552.6,20442.08,762,0.2012,0,84.4,7.1,0.2487,0.2922,Full-time,Business,0
56800.1,24685.94,574,0.0492,0,49.4,4.1,0.1105,0.1315,Full-time,Debt Consolidation,0
40203.99,19630.62,609,0.5184,0,54.1,7.8,0.21,0.2072,Full-time,Debt Consolidation,0
65560.26,2603.24,673,0.1404,0,98.6,7.3,0.0249,0.05,Full-time,Debt Consolidation,0
101149.28,3682.04,716,0.283,1,61.9,3.9,0.0407,0.05,Full-time,Debt Consolidation,0
93433.94,19751.41,667,0.2639,0,73.4,3.6,0.0711,0.0974,Part-time,Debt Consolidation,0
55527.52,15292.05,636,0.357,0,77.9,9.1,0.1124,0.0859,Full-time,Debt Consolidation,0
80922.44,7721.61,543,0.445,1,40.1,3.3,0.0773,0.05,Full-time,Debt Consolidation,1
45266.75,4383.39,613,0.3555,0,81.1,2.9,0.0798,0.05,Full-time,Debt Consolidation,0
47385.07,14439.98,536,0.0121,0,42.1,2.0,0.075,0.1068,Full-time,Major Purchase,0
71739.57,44175.19,610,0.2714,1,48.7,5.7,0.1917,0.2044,Full-time,Debt Consolidation,1
54661.53,43729.23,636,0.7122,0,81.5,5.1,0.2858,0.2931,Full-time,Debt Consolidation,0
170266.46,24312.9,706,0.1946,0,57.4,8.3,0.0425,0.0837,Part-time,Debt Consolidation,0
26094.89,20875.91,667,0.263,0,68.6,2.1,0.2646,0.3286,Full-time,Debt Consolidation,0
23248.88,18599.11,486,0.2124,0,38.1,4.6,0.2578,0.2255,Full-time,Debt Consolidation,1
17763.72,2242.89,701,0.1186,1,76.6,5.9,0.1459,0.0621,Full-time,Home Improvement,0
85415.86,20263.54,603,0.5775,0,63.9,8.2,0.1056,0.1047,Full-time,Debt Consolidation,0
73804.17,24518.48,798,0.2349,3,52.0,5.4,0.1514,0.1093,Self-employed,Major Purchase,0
94407.33,2634.62,689,0.1429,0,89.3,2.2,0.0176,0.05,Full-time,Major Purchase,0
28300.8,22640.64,556,0.1262,0,31.5,2.5,0.2241,0.2048,Full-time,Debt Consolidation,1
45172.15,19353.99,691,0.108,0,90.1,2.9,0.12,0.1125,Self-employed,Debt Consolidation,0
20207.1,16165.68,500,0.256,0,71.2,4.4,0.2832,0.2901,Full-time,Debt Consolidation,1
47461.4,11601.82,632,0.2649,1,77.5,6.0,0.1241,0.0603,Full-time,Home Improvement,0
32156.3,20920.49,690,0.0452,1,70.4,1.1,0.2036,0.1947,Full-time,Home Improvement,0
49945.09,39956.07,549,0.2354,0,37.5,2.6,0.2259,0.2013,Self-employed,Major Purchase,1
27733.87,9847.84,708,0.4849,0,97.3,9.5,0.2111,0.1035,Full-time,Debt Consolidation,0
54279.44,17654.21,636,0.2056,0,76.3,1.3,0.1053,0.1482,Full-time,Debt Consolidation,0
66732.9,18487.54,594,0.2951,0,95.6,2.8,0.0983,0.1517,Full-time,Debt Consolidation,0
28277.01,22621.61,609,0.2728,0,49.1,7.7,0.2615,0.2062,Full-time,Business,1
39420.97,25336.3,532,0.5197,0,36.1,6.8,0.2492,0.1572,Full-time,Home Improvement,1
35692.56,28554.05,649,0.2429,1,54.5,4.1,0.2746,0.2495,Full-time,Debt Consolidation,1
52332.29,41865.83,692,0.2595,1,73.1,9.2,0.2506,0.3393,Full-time,Debt Consolidation,0
54535.35,2094.39,671,0.2779,0,60.9,1.1,0.0459,0.05,Full-time,Business,0
97044.98,12140.97,660,0.2447,0,66.5,4.3,0.0482,0.0503,Part-time,Debt Consolidation,0
73259.59,20573.91,740,0.3896,0,93.4,9.5,0.1057,0.1041,Full-time,Debt Consolidation,0
51732.3,5606.0,676,0.4506,0,100.0,7.2,0.0887,0.05,Full-time,Home Improvement,0
115010.84,21951.77,521,0.3409,1,51.0,4.4,0.0776,0.0801,Full-time,Business,1
74912.8,5190.53,668,0.4083,0,66.1,6.5,0.0559,0.05,Full-time,Home Improvement,0
75980.68,41212.82,635,0.5634,0,70.6,3.3,0.1836,0.1434,Part-time,Business,0
40768.8,10409.34,610,0.0862,0,,,0.0765,0.0869,Self-employed,Major Purchase,0
22989.97,18391.97,499,0.3615,0,58.0,2.2,0.3052,0.2563,Full-time,Business,1
33128.49,26502.8,626,0.0664,0,54.2,9.7,0.2064,0.2582,Full-time,Home Improvement,0
25141.87,20113.5,697,0.2734,0,79.0,3.2,0.2703,0.3719,Self-employed,Debt Consolidation,0
51811.0,15757.85,671,0.1527,0,100.0,7.1,0.0942,0.1581,Full-time,Home Improvement,0
46454.53,6315.82,557,0.1784,2,78.7,4.0,0.1119,0.0806,Full-time,Home Improvement,0
27342.83,21874.26,640,0.3247,0,60.3,11.1,0.2775,0.3017,Full-time,Home Improvement,0
25164.04,13306.9,670,0.5596,0,76.0,2.9,0.287,0.1419,Full-time,Debt Consolidation,0
26164.62,11488.51,681,0.1224,1,75.1,1.7,0.1849,0.1142,Full-time,Home Improvement,0
99330.54,10900.91,621,0.1956,1,63.7,6.3,0.0526,0.05,Full-time,Debt Consolidation,0
111265.43,14542.51,763,0.434,2,90.2,0.9,0.081,0.05,Full-time,Debt Consolidation,0
57317.07,31980.84,644,0.2447,0,80.4,4.2,0.1646,0.2733,Full-time,Home Improvement,0
58357.61,8478.62,711,0.5457,0,88.7,7.5,0.1022,0.0646,Full-time,Debt Consolidation,0
17837.61,14270.09,734,0.3388,3,55.7,13.8,0.5306,0.2027,Full-time,Home Improvement,1
16984.68,13587.74,545,0.2121,0,69.2,0.9,0.2819,0.2064,Full-time,Debt Consolidation,1
60734.33,13424.39,638,0.194,0,86.2,5.4,0.076,0.0824,Full-time,Business,0
29260.9,23408.72,777,0.4908,0,88.9,3.2,0.3128,0.2844,Unemployed,Home Improvement,0
49164.32,25204.48,640,0.4206,0,83.5,12.1,0.1846,0.1972,Full-time,Debt Consolidation,0
92475.83,33302.02,640,0.1794,1,59.2,5.6,0.1134,0.0996,Full-time,Debt Consolidation,0
40826.19,32660.95,742,0.67,1,85.0,3.2,0.3395,0.259,Full-time,Debt Consolidation,0
51755.81,20102.82,650,0.448,1,62.9,5.8,0.1787,0.1459,Full-time,Major Purchase,0
100330.17,13102.95,602,0.2709,0,61.8,1.5,0.0508,0.0537,Part-time,Debt Consolidation,0
100673.99,23516.14,721,0.6418,0,88.8,5.7,0.102,0.1022,Full-time,Education,1
74450.92,7464.31,643,0.6781,0,52.4,3.1,0.0896,0.05,Full-time,Debt Consolidation,0
47546.62,30054.82,722,0.0546,0,100.0,5.8,0.16,0.1754,Full-time,Debt Consolidation,0
112329.87,30362.31,603,0.2515,1,69.0,10.9,0.0917,0.119,Full-time,Debt Consolidation,0
26310.84,10811.15,546,0.413,0,57.3,3.4,0.2116,0.1192,Full-time,Home Improvement,1
46357.47,4612.7,532,0.294,2,22.0,4.2,0.1213,0.05,Full-time,Debt Consolidation,1
45792.37,36633.89,728,0.1274,2,78.6,4.7,0.2644,0.212,Full-time,Debt Consolidation,0
35291.88,9193.33,542,0.7304,1,57.6,4.6,0.2455,0.0729,Full-time,Debt Consolidation,1
72256.53,8884.67,576,0.3781,0,49.2,7.2,0.0672,0.05,Full-time,Debt Consolidation,0
64773.66,13023.23,469,0.1698,0,24.2,4.4,0.0671,0.0587,Full-time,Debt Consolidation,1
129588.53,39667.97,596,0.0687,0,57.9,3.5,0.0773,0.0758,Full-time,Debt Consolidation,0
21851.63,2308.07,756,0.2721,1,85.9,3.1,0.1699,0.0505,Self-employed,Education,0
15808.19,6616.73,719,0.0927,0,71.0,4.7,0.1427,0.1844,Unemployed,Debt Consolidation,0
68769.51,19737.69,710,0.1407,0,69.4,2.6,0.0836,0.1229,Full-time,Debt Consolidation,0
41450.4,18277.89,607,0.4167,1,61.6,6.0,0.2072,0.2438,Full-time,Debt Consolidation,1
41801.7,16933.18,540,0.2774,0,53.3,8.7,0.145,0.2191,Self-employed,Debt Consolidation,1
32815.11,11739.5,712,0.2612,0,70.5,2.3,0.1432,0.0915,Part-time,Debt Consolidation,0
29065.56,17102.41,697,0.3068,1,85.6,7.4,0.2585,0.1547,Full-time,Home Improvement,0
54507.02,2226.17,757,0.1581,0,73.2,8.9,0.0307,0.05,Full-time,Major Purchase,0
57059.2,4587.45,644,0.1619,0,58.1,4.8,0.0397,0.05,Full-time,Home Improvement,0
41790.99,2745.05,623,0.1313,0,48.5,2.3,0.0384,0.05,Full-time,Home Improvement,0
69101.93,7602.39,674,0.6258,0,61.3,2.9,0.0916,0.05,Full-time,Debt Consolidation,0
40644.75,8821.44,688,0.1934,2,84.0,3.8,0.1454,0.0528,Full-time,Major Purchase,0
68641.34,14208.55,673,0.2301,0,91.9,3.5,0.0738,0.055,Full-time,Education,0
32562.71,9412.03,720,0.1514,1,91.1,17.4,0.1397,0.1493,Full-time,Debt Consolidation,0
28504.85,5867.89,556,0.2175,0,84.7,6.5,0.1043,0.0677,Full-time,Debt Consolidation,0
46126.77,2898.18,695,0.0566,1,78.6,0.5,0.0499,0.05,Full-time,Debt Consolidation,0
56882.02,8806.24,619,0.8498,0,72.4,4.3,0.1447,0.0539,Full-time,Debt Consolidation,0
31272.63,5347.8,805,0.4725,1,82.3,3.8,0.1882,0.0624,Full-time,Debt Consolidation,0
123262.02,13653.42,684,0.2951,0,73.6,1.6,0.0438,0.05,,Home Improvement,0
78878.02,10959.39,771,0.1407,0,100.0,5.1,0.0462,0.0724,Full-time,Home Improvement,0
106219.48,9813.31,611,0.1104,0,90.5,1.9,0.0297,0.05,Full-time,Debt Consolidation,0
77432.53,42300.56,722,0.4776,0,73.2,15.6,0.1755,0.1649,Full-time,Debt Consolidation,0
56742.14,45393.72,660,0.2333,0,39.1,4.9,0.2216,0.3448,Full-time,Education,0
25963.8,3992.79,550,0.0984,1,49.2,9.1,0.1104,0.0533,Full-time,Home Improvement,0
99407.99,2634.46,709,0.25,0,77.3,4.2,0.0245,0.05,Full-time,Debt Consolidation,0
52713.71,19061.23,609,0.3874,0,88.3,4.3,0.1397,0.1303,Full-time,Home Improvement,0
71221.76,39444.07,694,0.1098,0,58.5,2.9,0.144,0.2015,Full-time,Home Improvement,0
72546.26,4807.85,674,0.503,0,74.0,5.0,0.0658,0.05,Full-time,Education,0
